title,link,start_date,end_date,hours,ages,Indoor/Outdoor,Category,website,location,phone,description,cost
Stories & Songs with Alice in Wonderland,https://www.bostoncentral.com/events/science/p82169.php,04/22/2025,04/22/2025,10:30am to 11:30am,Kids,Indoor,Science & Technology,https://www.bostoncentral.com/fwd.php?pgx=fgrxpvg%2Fg%2F586001%2Ffgarir%2Fzbp.ngfrigarir%2F%2F%3Afcggu,WENHAM MUSEUM WENHAM MA,978,"Every adventure requires a first step, so join us as we follow Alice down the rabbit hole for a festive and fanciful event! Together with our special visitor from Wonderland, we’ll enjoy whimsical stories and songs and play a game of Wonderland freeze dance. Plus, you’ll have a chance to snap a photo and get an autograph from Alice herself. Advanced Reservations Required. Tickets to this special program also include admission to the Wenham Museum’s galleries and exhibitions. TICKETS: $8 Member Child $8 Members Adult/Senior $12 Nonmember Child $17 Nonmembers Adult/Senior Free for Under 2 years of age Recommended for ages 3+. Alice in Wonderland is presented by Regal Princess Parties.",$17.00
Free fun at the Christian Science Plaza for Families during April School Vacation Week,https://www.bostoncentral.com/events/schoolvacationweek/p82191.php,04/22/2025,04/25/2025,10:00am - 5:oopm,"Infants, Toddlers, Kids, Teens, Adults",Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=qyebjrugrrfhblbqjbu%2Fzbp.rparvpfanvgfveup,HOW DO YOU SEE THE WORLD? EXPERIENCE + MAPPARIUM™ GLOBE BOSTON MA,617,"Visit the How Do You See the World?® experience with the Mapparium® globe April 22-25, 2025—kids under 18 are always free! Interactive exhibits in the How Do You See the World?® experience explore the world through a lens of hope, progress, and generosity. Mapparium® globe (ticketed): Walk into a three-story, stained glass globe that shows the world as it was in 1935—and see the progress through a narrated, light and sound presentation. Our World: Mapping Progress (free): Read modern-day news stories of humanity's advancement from The Christian Science Monitor. Christian Science and Mary Baker Eddy (free): Learn about the remarkable life of Mary Baker Eddy (1821-1910), who discovered and founded Christian Science and its global church. Visiting with children? The How Do You See the World?® experience offers an Explorer’s Activity Book just for kids. You can also request the Big Blue Earth® program, a shorter, three-minute light and sound presentation in the Mapparium® globe. Admission to the Mapparium® globe for kids under 18 is free. General admission is $6. All other exhibits are free. Please note that we will be closed Easter Sunday, April 20, and Patriots’ Day, April 21. Looking for more fun things to do?  Check out our Boston April Vacation Week guide for lots more great ideas on things to do with the kids this week. For more information about the How Do You See the World?® experience, please visit christianscience.com/howdoyouseetheworld. Photo © The First Church of Christ, Scientist. WEBSITE ↑ top christianscience.com/howdoyouseetheworld LOCATION ↑ top 210 Massachusetts Avenue, Boston, MA map Phone: 617-450-7224 RELATED LINKS ↑ top Profiles School Vacation Exhibits Localities Boston Info changes frequently. We cannot warrant it.  Verify with Free fun at the Christian Science Plaza for Families during April School Vacation Week before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
April Vacation @ the OCHM!,https://www.bostoncentral.com/events/schoolvacationweek/p82195.php,04/22/2025,04/25/2025,10am - 4pm,N/A,Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=%2Fzupb-rug-abvgnpni-yvecn%2Fgarir%2Fteb.zhrfhzlebgfvulabybpqyb.jjj%2F%2F%3Afcggu,66 CHURCH GREEN TAUNTON MA,5088221622,"Join us for hands-on, historic crafts, kid-friendly scavenger hunts, and, of course, a tour through our exhibits at noon this school vacation week. Don’t miss out on this fun and educational experience for the whole family–and kids 12 and under are free! We’re open Tuesday-Saturday from 10-4 and can’t wait to see you! Looking for more fun things to do?  Check out our Boston April Vacation Week guide for lots more great ideas on things to do with the kids this week.",Free
Celebrate our Natural World at Party for the Planet!,https://www.bostoncentral.com/events/schoolvacationweek/p82291.php,04/22/2025,04/22/2025,9:00 AM - 1:00 PM,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",School Vacation,https://www.bostoncentral.com/fwd.php?pgx=.%2Fgranyc-rug-ebs-lgenc%2Frtntar%2Fteb.qanytarjrabbm.jjj%2F%2F%3Afcggu,"149 POND ST, STONEHAM, MA 02180, USA STONEHAM MA",6175415466,"Earth Day is coming, and Stone Zoo is ready to party! On April 22, Stone Zoo hosts its annual Party for the Planet, an Earth Day celebration that inspires visitors to embrace a sustainable future and learn more about conservation. While enjoying the springtime sights and sounds of the Zoo, guests can: Learn about wildlife conservation from special guests, including Avalea Mulcahy, the 2024 recipient of Zoo New England’s Young Conservationist Award. She will be on hand to discuss her conservation work and read from her new book, Tara’s Close Encounter: The Story of a Girl Who Learned to Love Reptiles. Chat with the Zoo’s Field Conservation team to explore ongoing initiatives and how they impact species around the globe. Participate in exciting giveaways, hands-on crafts, and educational keeper chats throughout the Zoo. Experience a virtual journey to the jungles and savannas of Africa with the Zoo’s virtual reality adventure (additional fee applies). Whether you’re a nature enthusiast or just looking for a fun, educational day out, Party for the Planet is the perfect way to celebrate Earth Day. Get your ticket now (included with general Zoo admission).",Free
Celebrate World Tapir Day at Franklin Park Zoo!,https://www.bostoncentral.com/events/schoolvacationweek/p82295.php,04/22/2025,04/22/2025,10:00 AM - 1:00 PM,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",School Vacation,https://www.bostoncentral.com/fwd.php?pgx=%2Flnq-evcng-qyebj%2Frtntar%2Fteb.qanytarjrabbm.jjj%2F%2F%3Afcggu,1 FRANKLIN PARK RD BOSTON MA,6175415466,"Join Franklin Park Zoo on Tuesday, April 22, for World Tapir Day and celebrate one of the most unique residents of the Tropical Forest! This special event will feature two presentations by Esteban Brenes-Mora, Senior Mesoamerica Associate of the Baird’s Tapir Survival Alliance (BTSA), at 10:00 a.m. and 12:00 p.m. in the Hippo Theater. Esteban will share his conservation work with Baird’s tapirs across Central America, emphasizing the critical role of education, outreach, and research in protecting this species. Guests can enjoy: Engaging presentations on Baird’s tapirs Crafts and activity stations for all ages Giveaways and educational fun in the Tropical Forest Baird’s tapirs are the largest breed of tapir, known for their dark brown coats and snorkel-like snouts. As proficient swimmers and key seed dispersers, they play a crucial role in rainforest ecosystems. Unfortunately, these animals are critically endangered due to habitat loss and hunting. Zoo New England is a proud partner of the BTSA, working to raise awareness and protect these incredible creatures. Get your ticket now (included with general Zoo admission).",Free
Potion Brewing Class with The Good Witch of Salem,https://www.bostoncentral.com/events/art/p82078.php,04/23/2025,04/23/2025,10:00 am - 11:00 am,"Toddlers, Kids, Teens",Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=e%3Dff_%26s13os3n28%3Dqvf_%261%3Dfbc_%3Fzrynf-sb-upgvj-qbbt-rug-ugvj-ffnyp-tavjreo-abvgbc%2Ffgphqbec%2Fzbp.zrynfsbupgvjqbbt%2F%2F%3Afcggu,"THE GOOD WITCH OF SALEM, 2 NORTH STREET SALEM MA",N/A,"Join the Good Witch of Salem for a master class in potion making! Children will mix and mash four mystical potions led by the Good Witch herself! This workshop is limited to 8 children, pre-registration is required. All ages are welcome! Children age three (3) and up may be dropped off with a signed Consent Form. Any child under the age of three must have an adult alongside participating. We thank you for encouraging your child to take part in magical play! Due to space constraints, please refrain from bringing in strollers and wagons. Ticket purchase only admits one (1) participating child. Please note: Event ticket purchases are non-refundable at this time.",$50.50
How to Volunteer with The Borgen Project!,https://www.bostoncentral.com/events/volunteer/p82152.php,04/23/2025,04/23/2025,3:00 PM - 3:30 PM,"Teens, Adults",Outdoor,Volunteer,https://www.bostoncentral.com/fwd.php?pgx=%2Fteb.gprwbecartebo%2F%2F%3Afcggu,PUBLIC GARDEN BOSTON MA,N/A,"Looking to create real change in the world? Curious about how you can get involved in the fight to end global poverty? Join us for a free informational event all about volunteering with The Borgen Project, a leading nonprofit working to make global poverty a focus of U.S. foreign policy through grassroots advocacy. In this session, you’ll learn: - What The Borgen Project is and the impact it’s making - How our remote volunteer roles work (including internships!) - The different ways you can use your voice to advocate for change - How you can help spread awareness and support global initiatives Whether you’re a student, young professional, or someone passionate about social impact, this event is your chance to join a growing movement. Learn more before the event at borgenproject.org WEBSITE ↑ top borgenproject.org/ LOCATION ↑ top Public Garden, Boston, MA, 02116 map Boston Public Garden - Ether Monument RELATED LINKS ↑ top Profiles Volunteer Localities Boston Events How to Volunteer with The Borgen Project!... , 4/23/25-4/23/25 Info changes frequently. We cannot warrant it.  Verify with How to Volunteer with The Borgen Project! before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
A Magical Visit from Glinda at Wenham Museum,https://www.bostoncentral.com/events/performances/p82172.php,04/23/2025,04/23/2025,10:30am to 11:30am,"Kids, Teens",Indoor,Performances,https://www.bostoncentral.com/fwd.php?pgx=fgrxpvg%2Fg%2F686001%2Ffgarir%2Fzbp.ngfrigarir%2F%2F%3Afcggu,WENHAM MUSEUM WENHAM MA,978,"Straight from Oz, Glinda the Good Witch is coming to the museum! The most popular witch around is taking time off from her studies to enchant us with a magical performance. With games, a dance party, and more it’s sure to be a spellbinding event! Advanced Reservations Required. Tickets to this special program also include admission to the Wenham Museum’s galleries and exhibitions. TICKETS: $8 Member Child $8 Members Adult/Senior $12 Nonmember Child $17 Nonmembers Adult/Senior Free for Under 2 years of age Recommended for ages 3+. Glinda is presented by Sugar Plum Parties",$17.00
Mini-Maker: Posable Pals,https://www.bostoncentral.com/events/art/p82331.php,04/23/2025,04/23/2025,2:00 pm - 4:00 pm,Kids,Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=%2Ffync-ryonfbc-erxnz-vavz%2Ffznetbec%2Fteb.gsneperyyhs%2F%2F%3Afcggu,"FULLER CRAFT MUSEUM, 455 OAK STREET, BROCKTON MA",N/A,"Wednesday, April 23, 2025 2:00 PM - 4:00 PM Registration required, Maximum 40 registrants. Drop in and make a posable pipe cleaner pal! Cut out and decorate an animal shape, then pop on some pipe cleaners to create your own poses with personality. This project is inspired by the work of Carol Eckert, currently on view in Art Evolved: Intertwined, A Shared Legacy: Gifts from the Robyn and John Horn Collection, and Crafting Creativity! Mini-Maker: Posable Pals Price: $0.00 WEBSITE ↑ top fullercraft.org/programs/mini-maker-posable-pals/ LOCATION ↑ top Fuller Craft Museum, 455 Oak Street,, Brockton, MA, 02301 map RELATED LINKS ↑ top Profiles Arts & Crafts Events Mini-Maker: Posable Pals , 4/23/25-4/23/25 Info changes frequently. We cannot warrant it.  Verify with Mini-Maker: Posable Pals before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
"Art Evolved Intertwined Exhibition Tour with Chief Curator, Beth McLaughlin",https://www.bostoncentral.com/events/artsculture/p82332.php,04/23/2025,04/23/2025,1:00 pm - 1:45 pm,"Kids, Teens, Adults",Indoor,Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=%2Favyuthnypz-ugro-ebgnehp-srvup-ugvj-ehbg-abvgvovukr-qravjgergav-qriybir-gen%2Ffznetbec%2Fteb.gsneperyyhs%2F%2F%3Afcggu,"FULLER CRAFT MUSEUM, 455 OAK STREET, BROCKTON MA",N/A,"Wednesday, April 23, 2025 1:00 PM - 1:45 PM Free | Open to the public Registration Required | MAX 25 REGISTRANTS Learn more about Fuller Craft’s fiber-filled exhibition Art Evolved: Intertwined on a tour with our Artistic Director and Chief Curator, Beth C. McLaughlin. Gain insight into these extraordinary baskets and quilts and make personal connections to the profound storytelling at the heart of these crafts. This is part of Gather, a regional celebration of fiber arts this April! Art Evolved Intertwined Exhibition Tour with Chief Curator, Beth McLaughlin Price: $0.00 WEBSITE ↑ top fullercraft.org/programs/art-evolved-intertwined-exhibition-tour-with-chief-curator-beth-mclaughlin/ LOCATION ↑ top Fuller Craft Museum, 455 Oak Street,, Brockton, MA, 02301 map RELATED LINKS ↑ top Profiles Arts & Culture Events Art Evolved Intertwined Exhibition Tour with Chief... , 4/23/25-4/23/25 Info changes frequently. We cannot warrant it.  Verify with Art Evolved Intertwined Exhibition Tour with Chief Curator, Beth McLaughlin before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
Rigid Heddle Woven Sampler with Dahlia Popovits,https://www.bostoncentral.com/events/artsculture/p82342.php,04/23/2025,04/23/2025,10:30 am - 4:30 pm,Adults,Indoor,Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=%2Ffgvibcbc-nvyunq-ugvj-zbby-ryqqru-qvtve-ab-tavinrj%2Ffznetbec%2Fteb.gsneperyyhs%2F%2F%3Afcggu,"FULLER CRAFT MUSEUM, 455 OAK STREET, BROCKTON MA",N/A,"Are you ready to play with the rigid heddle loom pick up stick, but are somewhat intimidated? This workshop will give you the opportunity to develop your weaving ideas by adding an endless array of design possibilities to your plain weave. We will explore some preliminary designs such as leno, honeycomb, lace variations, and the wonders of working with thick and thin yarns. This workshop is open to anyone that has woven previously.",$$$see below
April Vacation Week at MFA,https://www.bostoncentral.com/events/schoolvacationweek/p82378.php,04/23/2025,04/26/2025,10:00 am - 4:00 pm,"Infants, Toddlers, Kids, Teens, Adults",Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=194611%3Dgarir%3Fxrrj-abvgnpni-yvecn%2Fgarir-ynvprcf%2Fgarir%2Fteb.nsz.jjj%2F%2F%3Afcggu,"MUSEUM OF FINE ARTS, BOSTON (MFA) BOSTON MA",N/A,"Kids and Families, visit the Museum of Fine Arts from Wednesday, April 23rd to Saturday, April 26th from 10am-4pm for April Vacation Week! Enjoy art-making, jewelry-making, story hour, and guided tour through The Art of John Wilson exhibition and other Massachusetts artists! All ages and abilities are welcome; children must be accompanied by an adult. No registration required. Tickets are included in general admission prices.",$see below
Village Earth Days,https://www.bostoncentral.com/events/nature/p82399.php,04/23/2025,04/27/2025,9:30 AM - 5:00 PM,"Infants, Toddlers, Kids, Teens, Adults","Indoor, Outdoor",Nature & Outdoors,https://www.bostoncentral.com/fwd.php?pgx=%2Fflnq-ugenr-rtnyyvi%2Fgarir%2Fteb.ifb.jjj%2F%2F%3Afcggu,1 OLD STURBRIDGE VILLAGE RD. STURBRIDGE MA,8007331830,"Seed, sow, celebrate! Enjoy the outdoors while we celebrate the Earth. Join us for discussions on the changing climate, the history of New England’s environment, sustainability, and more. Enjoy a walk through the woods, participate in a hands-on workshop, take home some seeds for planting at home (while supplies last), see if our gardeners and farmers need help preparing for the growing season ahead, and more! The Scoop Shop will also be open (weather permitting). Drop-in Kids’ Programs Include: • Helping our gardeners as they prepare for the growing season • Storytimes • Visiting with oxen and trying your hand at plowing the fields • Kids’ craft activities • Seasonal cooking • And more!",see below
Instrument Petting Zoo at the ICA,https://www.bostoncentral.com/events/artsculture/p82424.php,04/23/2025,04/23/2025,1:00pm - 3:00pm,"Toddlers, Kids, Teens, Adults",Indoor,Arts & Culture,https://www.bostoncentral.com/fwd.php?pgx=%2Fbbm-tavggrc-garzhegfav%2Ffgarir%2Fteb.abgfbonpv.jjj%2F%2F%3Afcggu,ICA BOSTON: INSTITUTE OF CONTEMPORARY ART BOSTON MA,N/A,"Enjoy a special program with Boston Music Project! Visit the “Instrument Petting Zoo” for an interactive experience where kids can explore and play a variety of instruments with guidance from one of their talented Teaching Artists. Experience music by a live jazz pianist during the program. Participation is drop-in on a first-come, first-served basis. Last entry 15 minutes before closing. The ICA hosts a musical “petting zoo,” where kids can try out a variety of instruments, on Wednesday, April 23. Youth 18 and under always receive FREE museum admission. The ICA is committed to providing access to the art and artists of our time, thanks to the incredible support of our community. Explore the +1 Membership: a free ICA membership program for youth 0–18. About the Boston Music Project For over a decade, the Boston Music Project has provided music-based Creative Youth Development programming to thousands of Boston youth. Our team of diverse teaching artists provides weekly music education to thousands of PreK-12th grade students at 22+ Boston schools each year. BMP before, after, and in-school programs provide students with the resources and support to unleash their musical creativity through strings, brass, woodwinds, piano, and digital music instruction while fostering their social-emotional skills to find success in music, school, and life.",$see below
Bonsai Workshop at Break Rock Brewing,https://www.bostoncentral.com/events/special/p81637.php,04/24/2025,05/29/2025,7:00 pm to 9:00 pm Timezone: EDT,"Teens, Adults",Indoor,Special Events,https://www.bostoncentral.com/fwd.php?pgx=tavjreo-xpbe-xnreo%2Ffgphqbec%2Fzbp.enovnfabo%2F%2F%3Afcggu,"BREAK ROCK BREWING  ON BOARDWALK, 534 VICTORY RD QUINCY MA",401,"Beginner workshops are perfect for you to grab your friends, grab a drink and come make tiny trees! We’re bringing the awesome art of bonsai out of the hedged in gardens and into the streets! Or at least into your favorite bars/breweries/pubs. Bonsai Bar is a night of fun you don’t want to miss. Learn the fundamental skills and techniques behind the art of bonsai while enjoying a night out with friends! Our teachers will introduce core concepts and guide your experience as you pot, prune, and design your very own bonsai tree! Our Guarantee: These tiny trees are so hardy we guarantee you can keep yours alive, or we’ll replace it. This workshop will be hosted at Break Rock Brewing. Break Rock Brewing is a waterfront brewery and taproom located in Marina Bay, Quincy, MA. A place for everyone from the local sports fan to the experienced craft beer aficionado, offering world-class beer in a laid-back environment. Break Rock combines the best of the modern taproom with everything you love about your favorite neighborhood pub – a fun and inviting atmosphere, a sense of community, and great beer! Under 21 policy: Please contact Break Rock Brewing for details regarding underage entry For more about Bonsai Bar and what to expect at our classes, visit our website .",$85.00
Mother’s Day Photo Frame Embroidery Sip & Stitch,https://www.bostoncentral.com/events/art/p81888.php,04/24/2025,04/24/2025,5:30 pm - 7:30 pm,"Kids, Teens, Adults",Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=upenrfgfrqoffqor%3Dssn%3F9029865093721-fgrxpvg-tavjreo-zybuxnb-upgvgf-cvf-lerqvbeozr-rznes-bgbuc-lnq-ferugbz%2Fr%2Fzbp.rgveogarir.jjj%2F%2F%3Afcggu,"OAKHOLM BREWING COMPANY, 80 LAKE ROAD BROOKFIELD MA",N/A,Mother’s Day Photo Frame Embroidery Sip & Stitch @ Oakholm Brewing Come get ready for Mother’s Day with us at Oakholm Brewing Company! Join us for a fun and creative event where you can create a personalized embroidered photo frame! Sip on delicious drinks from the brewery while you stitch away. This is a great opportunity to create a handmade heart felt gift for special mom in your life! This frame will be crafted in a 4x4 embroidery hoop with linen. Pattern will fit a standard instax mini polaroid or ANY photo than can be trimmed to 2.13' x 3.4'. I'll bring along a guide so we can trim the perfect sized photos! Thread colors to be chosen during class. All supplies except the photo will be provided! Ticket price includes one drink token. Want to bring along your mini to craft with you? Let me know and I'll make them a kid friendly embroidery pattern and kit. Let’s make this Mother’s Day memorable together!,$54.66
Vacation Week Palooza: Everybody Loves Pirates by Frogtown Mountain Puppeteers,https://www.bostoncentral.com/events/theater/p81758.php,04/24/2025,04/27/2025,10:30 am & 1:00 pm,"Toddlers, Kids",Indoor,Theater & Shows,https://www.bostoncentral.com/fwd.php?pgx=ferrgrcchc-avngahbz-ajbgtbes-lo-frgnevc-friby-lqbolerir%2F52%2F40%2F5202%2Fenqarynp%2Fteb.rpnycjbufgrcchc.jjj%2F%2F%3Afcggu,"PUPPET SHOWPLACE THEATRE, 32 STATION STREET BROOKLINE MA",N/A,"Eight-year-old Lucy and her goofy pal Little Chucky are searching for buried treasure, but a gang of bumbling pirates keeps getting in the way! The kids get some help from their new ocean-dwelling friends, including enthusiastic superhero Lobster Boy, his reluctant sidekick Crabby, and an overgrown sea monkey. Everybody Loves Pirates features 15 hand-crafted mouth and rod puppets, and an 8 foot paper-mache pirate ship, and is performed with expert comedy in Frogtown Mountain Puppeteers’s signature zany style. Meet the Puppets Stay after the show to meet the artists and see the puppets up close — the artists speak Spanish and English! All ages welcome, especially enjoyed by ages 4 – 9 Mouth and rod puppetry Length: 55 minutes Language: English From Bar Harbor, Maine!",$see below
Fatted on Fogs and Perils - ‘Fishermen’s Ballads and Songs of the Sea’ 150 Years,https://www.bostoncentral.com/events/music/p81218.php,04/24/2025,04/24/2025,6:00 pm - 7:00 pm,"Kids, Teens, Adults",Indoor,Music & Concerts,https://www.bostoncentral.com/fwd.php?pgx=ab-fenrl-051-nrf-rug-sb-ftabf-qan-fqnyyno-farzerufvs-fyverc-qan-ftbs-ab-qrggns%2Ffyvngrq-garir%2Fteb.ergfrphbytrzvgvenz.jjj%2F%2F%3Afcggu,"MARITIME GLOUCESTER, 23 HARBOR LOOP GLOUCESTER MA",N/A,"Join Gloucester singer and song-searcher Michael O'Leary for a talk and performance based on pieces in the book Fishermen's Ballads and Songs of the Sea, published in 1874 by the Procter Bros. of Gloucester. It is a collection of 120 pieces by a wide array of authors, both women and men, a few known widely, many known only locally or not at all, and some anonymous or pseudonymous. It's a literary, musical and folkloric time capsule of Gloucester, and 2024 was the 150th anniversary of its publication. In Michael’s words, “I am forever inspired by this quote from the Irish poet Brendan Kenneally: “All songs are living ghosts and long for a living voice.” With this project I want to fulfill the longing of the ghosts of these songs/poems, the vast majority of which I'm sure have gone unspoken and unsung, even unseen, for decades.",$0 - $10
April School Vacation Programs at Christa McAuliffe Center,https://www.bostoncentral.com/events/schoolvacationweek/p81963.php,04/24/2025,04/24/2025,9:00 AM - 11:00 AM,Kids,Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=42yvecn%2Fgarir%2Fteb.ergarp-zp%2F%2F%3Afcggu,100 STATE STREET FRAMINGHAM MA,508,"PROGRAMMING OFFERED Expedition Mars Simulated Space Mission The year is 2076. A handful of facilities have been established on Mars: a greenhouse, a mobile geological survey base, and a centralized research habitat. The primary human habitat is not on Mars, but on one of its moons, Phobos. A Spacecraft regularly ferries astronauts and scientists between the base on Phobos and the surface of Mars. The Spacecraft also carries parts to build a remotely operated vehicle (ROV) to continue the search for evidence of life and water. However, when crew members discover an imminent threat to their Spacecraft and the Martian surface facilities, they must act quickly to save their stations, their research, and their lives. Looking for more fun things to do?  Check out our Boston April Vacation Week guide for lots more great ideas on things to do with the kids this week.",$35 per participant
Exploring Astronomy and Planetary Defense Workshop,https://www.bostoncentral.com/events/schoolvacationweek/p81964.php,04/24/2025,04/24/2025,2:30 PM - 4:30 PM,Kids,Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=cbufxebj42ecn%2Fgarir%2Fteb.ergarp-zp%2F%2F%3Afcggu,100 STATE STREET FRAMINGHAM MA,508,"As part of Massachusetts Space Week 2025 under the theme 'Life in the Universe,' The Space Consortium, in collaboration with the Christa McAuliffe Center at Framingham State University, presents an interactive space science outreach experience designed for youth. This engaging workshop invites children aged 8 to 13 (grades 3-8) to dive into the wonders of astronomy, space exploration, and planetary defense. Through interactive activities and expert-led discussions, participants will: • Discover the secrets of our solar system, from the icy comets to the rocky asteroids • Learn how scientists protect Earth from asteroids and comets through cutting-edge planetary defense strategies and space missions Led by renowned experts in space science, including: • Aubrey Davis (Air Force Academy) • Alissa J. Haddaji (UN SMPAG, The Space Consortium) • Nahum Melamed (Aerospace Corp.) This event blends theory with hands-on exploration, ensuring a fun and educational experience for young minds. This program aims to foster curiosity in science education, making space an accessible and fascinating field for everyone. 🌍 Join us for an unforgettable journey through our solar system! 🚀 Looking for more fun things to do?  Check out our Boston April Vacation Week guide for lots more great ideas on things to do with the kids this week. WEBSITE ↑ top cm-center.org/event/apr24workshop LOCATION ↑ top 100 State Street, Framingham, MA, 01702 map Phone: 508-626-4050 Christa McAuliffe Center at Framingham State University RELATED LINKS ↑ top Profiles School Vacation Localities Framingham Events Exploring Astronomy and Planetary Defense Workshop... , 4/24/25-4/24/25 Info changes frequently. We cannot warrant it.  Verify with Exploring Astronomy and Planetary Defense Workshop before making the trek. If you find an error, please report it... Report Error Popular Resources Boston with Kids Free Things to Do Family & Kids Events Mass RMV - DMV Boston Birthday Parties Boston Museums Rose Kennedy Greenway Boston Aquarium Boston Massachusetts Boston Bowling Boston Haymarket Boston Whale Watching",Free
The Good Witch od Salem: Fairy Slime Potions,https://www.bostoncentral.com/events/art/p82076.php,04/24/2025,04/24/2025,10:00 am - 11:00 am,Kids,Indoor,Arts & Crafts,https://www.bostoncentral.com/fwd.php?pgx=0.1%3Di_%26r%3Dff_%26rzvyf%2Blevns%3Ddfc_%261%3Dfbc_%3Fabvgnpni-yvecn-42-4-fabvgbc-rzvyf-levns%2Ffgphqbec%2Fzbp.zrynfsbupgvjqbbt%2F%2F%3Afcggu,"THE GOOD WITCH OF SALEM, 2 NORTH STREET SALEM MA",N/A,"Children will create their own fairy themed slime creation. Students will get to take home their slime. Our magical employees will guide children in creating their own slime creations. This workshop is limited to 8 children, pre-registration is required. Under age 4 may attend with the help of a supervising adult. Due to space constraints, please refrain from bringing in strollers and wagons. Ticket purchase only admits one (1) participating child and one (1) supervising adult. This event will be hosted by Apprentice Witches (the Good Witch of Salem will NOT be in attendance).",$35.50
Wizarding Workshop (Ages 6-12),https://www.bostoncentral.com/events/schoolvacationweek/p82087.php,04/24/2025,04/24/2025,10:30 AM - 12:00 PM,Kids,Indoor,School Vacation,https://www.bostoncentral.com/fwd.php?pgx=kcfn.enqarynps2%25344n3%25teb.tora.rfnupehcs2%25s2%25n3%25fcggu%3Dynp%2695641%3Dqvc%3Fkcfn.abvgnphqRabegnC%2Fteb.tora.rfnupehc%2F%2F%3Afcggu,11 FRENCH DRIVE BOYLSTON MA,508,"Prepare to step into the world of magic as you craft your own wizarding gear. Each wizard will create a black felt hat, design a beaded wand that is unique to them, and build a broomstick to complete their look. Creativity and a touch of magic is all you need for this spellbinding crafting experience. Please note this class for children with or without their adult companions.","$20.00 Member Child, $0.00 Member Adult | $28.00 Child, $20.00 Adult (includes admission to the Garden)"
